Tripadvisor,Red Lodge Mountain,Jan-16,3,"The skiing and scenery were sublime, to top it off the locals and staff were very welcoming and friendly, the hospitality here is second to none.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Dec-15,2,Extremely Friendly staff. The backside of the mountain was closed. Single digit temperatures outside.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Dec-15,2,"Overall, this trip went well... except EVERY TIME we come we have trouble with the lockers! Took $3 from us, so we ended up just throwing our bag on top of locker &amp; hope it didn't get stolen! Grrr! Lock stuff in car!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-16,3,"I'm a terrible skier, so take my review for what it's worth. I had great fun learning, the staff was courteous and nice, the slopes were great.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Dec-15,4,Had a great time at Red Lodge Mountain! The best parts about the trip were the good skiing conditions and the lessons that my 5 year old son and 7 year old niece took. By the end of the first day my 5 year old son was off the beginner hill and successfully went down a green run riding a lift to the top! He was elated and so was the whole family! The staff at Red Lodge are top notch and care about your visit to their mountain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-16,5,Awesome time best instructor for getting me started. On the snowboard . I have been a skier since I was 3 and have finally decided to learn he snowboarding . I have skied only in Australia perisher / smiggins blue cow have a lodge in smiggins . Totally loved the friendly atmosphere and personalized experience with the instructors and staff . Not a big venue but big of heart . Thanks and will be definitely seeing kore of me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Dec-15,4,"We went to Red Lodge Mountain for a skiing vacation during last Christmas week. It is a nice place, quiet and neat. The mountain is not very crowed. Only half is open but the tickets were still in full price. Services are excellent, people are friendly and helpful.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-16,4,not bad at all but yeah this mountian was pretty good for not having all the snow that they normally have,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-16,3,Had a great time on the mountain with family. My kids are beginner snowboarders and this is a great place for them to learn and master their skills.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-16,5,"I learned how to ski years ago by taking a lesson at Red Lodge Mountain. My boys both learned how to snowboard by taking lessons there as well. The group lessons are wonderful. It has always been a treat to go skiing there. We try to make the trip for a couple weekends a year, and have been doing so for almost 20 years. The staff are very friendly and helpful! It's so worth the 7 hour trip to ski this mountain!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-16,4,The ski instructors are very nice and professional. My family had a great time! We went on a Saturday and didn't ever have to stand in lines longer than 5 people ahead of us. They happily slowed the chair lifts for my youngest inexperienced daughter to get on without difficulty. Everyone was very friendly. The snow was good. A few slopes were closed for not enough snow. But the majority were open. It was a great day!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-16,3,"My first visit to Red Lodge Mountain was on a Saturday, so it was crowded with families but since there is enough room to spread out, this didn't present a problem. There were no long lines for lifts. There were lots of people in the lodge, but enough room to accommodate them comfortably. There were lots of options on the trails for skiers of all levels. The only drawback was the snow quality was not great. On the website, the base depth was listed as 18"" to 20"". I don't think I came across an area that had more than 10"" and there were large patches of dirt exposed in some of the busier areas. With a deeper base and some powder, this would be a great place to ski!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-16,4,"Wonderful experience!! Everyone was accommodating. There was never long lines, it is obvious that this business knows how to provide great customer service and experience!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-16,4,Had a great time skiing with my daughters. Friendly staff are always willing to help. The Beirsteub is good for relaxing with a beer and some great food.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-16,2,"No snow, which was not fault of resort, but was treated terribly. MOST important, the only two decent runs were horrid by ski racing, one both days, one run wasn't properly signed and led us (with two 3 year olds) to black diamond runs - with NO WARNING; on the second day, we 'broke; the tape on the practice run to get our young ones down safely and were stopped and berated by the ""practice"" team. I am a former professional snowboarder, and it has been a long time since I have been so disappointed in a resort.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Dec-15,3,"My most recent visit to Red Lodge, I was welcomed by 16"" of new powder! Needless to say, my day on the mountain was great. I grew up skiing Red Lodge and always love going there, even if the snow isn't good, it's a good excuse to sit in the Bierstube!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Dec-15,2,"Came here with family to snowboard. Before we got on first lift, lift attendent walked passed us and said ""ugh, snowboarders"". We had a good half day, then at two pm the lift attendents started checking for leashes so wouldn't let us up the lifts unless we went to shops to buy a leash. Evidently this is a state law, but we live in Montana and have never ever had this happen and we are frequent snowboarders all over the state. The new snowboards do not need this device because we strap or foot in when we go on the lift. So no other mountain enforces this outdated law because of this reason. Would not recommend this resort if you are a snowboarder. Unless you want to spend $7 at the store for a leash (and put a ring on your boot too because they don't even make a place to put a leash on new boots)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-15,4,We are teaching my 3-year-old to ski and Red Lodge Mountain is a perfect resort for kids. Family friendly base lodge with helpful staff and just enough terrain for everyone to have a good time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jul-15,3,It is a great end to driving the Bear Tooth Highway. Perfect way to close out the scenic drive and get a few more fantastic views.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Dec-14,3,"Small town ski area feel. Good runs, nice variety of terrain. Mostly an intermediate's mountain but there is some expert terrain if you seek it out. Lift system seems a bit disjointed but functional. Red Lodge town is fun at night for plenty of apris ski activities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jul-15,3,We loved the mountain and all of the scenery after taking the Beartooth Highway(route 212) from tower junction in Yellowstone to Red Lodge. Take your time and enjoy the sites around this beautiful mountain. Great views from every angle!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jun-15,4,"From the drive to the mtns to how serene the campsites are...it's an impeccable place to visit! Even if you're not fond of heights, go on the switchbacks to the top...you won't be disappointed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-15,3,Great ski classes the instructors are super nice a good variety of slopes a great little place for beginners I'll come back every year :),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jul-14,3,it's really awesome small town in the valley of mountains. best to visit in summer and ski seasons. It is in the way to Yellowstone national park. It is place to take holiday from concrete jungle cities and nurture nature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-15,4,Most of the lifts are old school and the road up the mountain is dirt - but this mountain is a blast to ski with lots of varied terrain and the snow was great even though it had been very warm for the two weeks prior to our visit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,3,Best spring skiing in years! Friendly staff with lots of cold beers on tap! Not crowded at all! Excellent snow!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,4,"Great mountain for every level of skier. Personable staff that are willing to help everyone. Short lift lines, quick lift rides and amazing scenery.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,4,We were on a ski trip to Montana this past March. Red Lodge Mountain was the first ski area we visited. The staff at the ticket window were helpful. And our skiing experience was very nice.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,3,"If you are looking for a TRUE Montana ski experience try Red Lodge Mountain. Over the past several years I have seen skiers wearing cowboy hats and jeans, a moose crossing the road heading up the mountain and deer running across a ski run. Many days you feel like you have the place to you and 10 friends. Even when there's lots of people the lift lines move along quickly. This is a great place to have a family Montana ski vacation that gives you a ski town feel without needing to take out a loan to pay for it. If pretentious skiers is what you're looking for this is NOT your place. But if you seek a great family friendly mountain with fun runs and amazing views and is often referred to be considered a hidden gem, you found your place. A lift ride conversation here, may very well end in a long-lasting friendship!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,4,We heard from word of mouth about Red Lodge Mountain. It was all the website promised. Pure and simple. We will return.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,4,"I've been snowboarding for 5 years and this is the best place I've ever been. Excellent trails for boarding and best of all, NO LINES. The longest you will wait in a lift line is 25 seconds TOPS. And this was when they were busy in mid March.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,4,"Good variety of slopes and value for a day of skiing. Very friendly staff! Not crowded at all! Rental shop was good, too!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,3,"Despite a cloudy day, we had a blast skiing here. The staff was extremely friendly and helpful as we were not familiar with the slopes. The slopes were in good condition and runs were great. The only hinderance, very little visibility because of snow and a cloud was out of their control. I hope I can come back and ski there again.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,5,Red Lodge is a great ski lodge for the entire family! The staff are exceptionally friendly even at the end of their season! The chalet is nice with amazing chocolate chip cookies and the bar is a great place to rest at the end of the day to wait for the kids to come off of the mountain! The absolute best was that we had an opportunity to ski above the clouds...amazing!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,3,We had a great 3 days of skiing. The weather was nice and warm. Roughly 50 each day. The first day was a little icy but after that it was great. We were able to ski the entire mountain. Many of the chutes on cold creek even opened up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-17,4,"We loved it! Very family friendly. Lost and found was even good to us😏\nWe found reasonable room rates (on short notice) at the Yodeler ( which I will also review) discounted lift tickets on line, and convenient ski rentals in town (no lines!)\nWe will be back!\n\n",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-17,5,"We have taken our family to Red Lodge skiing on several occasions. We are from out of state, and it is a long drive, but always worth it. The prices are fair, the service is great, and there lift lines are short or non-existent. It is our 'home' mountain and we are proud to make the trek there as often as we can!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-17,4,"Well-groomed. Wished more runs were open, but that really had to do with lack of snow. Friendly staff!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-17,2,"Hard ice which made it difficult to ski, maybe a refund should have been offered or not sold ski lift tickets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-17,4,Had a great time skiing. Very friendly and helpful personnel at the lifts. Food in the lodge was quick and good.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-17,5,"Best Staff Ever!!\nI was here from Bozeman and a ring of mine was lost somewhere between the car to the deck. I was frantic and upset because this ring meant a lot to me as my Nana gave it to me almost 10 years ago on her death bed.\nThe staff at Red Lodge went above and beyond to help me find it! They went as far as to grab an electric screwdriver and began taking apart the deck In hopes to find it!! Although we did not find i that day, I will never forget the trouble they went through to help me find it!\n3 days later, I just received a call saying it was found!! I am so thankful for all they have done for me.\nThank you Red Lodge!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-17,5,"every time we have been there the staff at the ski area have been great. love it when the lefties always say ""Have a great run!"" sometimes you surprise them by answering with something off the wall!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-17,5,"5 Stars for Red Lodge Ski Patrol! We went skiing on President's Day. The conditions were icy. My husband had only been skiing at a ""Hill"" in ND. We should've gotten him some lessons, but we didn't and he super-manned it down the mountain quite a few times on his belly. The ski-patrol was there to help, some of whom weren't even on duty that day! We tapped-out at noon, covered in snow-rash. We will be back for lessons and powder! Thank you Red Lodge ski-patrol!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-17,4,"There was a lot of ice areas. But, I am sure it was due to all the warm weather that had occurred the week before and then it froze. We had a lot of fun and would like to come back during better weather and ski again. The bar was fun and the food/drinks were great! The employees' were very friendly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-17,3,"My 11 year old went up with some friends for a long weekend. When I asked him how it was, he said ""I'm sore"". To me that's a huge 2 Thumbs up! He also went up the triple chair and said he went off a couple boxes. He wants to go back every weekend!! Thanks Red Lodge for helping my boy make memories!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-17,4,I would love it if Red Lodge had a childcare system for the kids that can't ski. I end up sitting in the lodge the whole day with the baby and toddler while the two older kids and husband get to ski.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-17,3,"We visited Red Lodge over the New Year holiday and had an amazing time! All the staff employed at Red Lodge Mountain were wonderful, from the parking attendants, gift shop, snack bar, to the lift attendants. You can tell that they all love their jobs, they were always smiling and greeting us, asking how the runs are and suggesting where to go next. Thanks for a great ski vacation, can't wait to go back!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-17,3,"The terrain and skiing are good. The bathrooms in the base lodge are gross -- on par with a seedy truck stop. The base lodge is rather small and is crowded on busy days. Lifts are slow and on the latest trip one lift was running at half speed due to a mechanical issue that purportedly won't be fixed until next year. Food and beverage prices are very high, quality is average at best. The town of Red Lodge is very nice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Dec-16,3,We had a great time at Red Lodge skiing. It was windy one day but was awesome the others. My kids are new to skiing and they loved the good options for green runs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-17,4,"I thought it was a pretty awesome place. Decent snow. Very cold. Only downfall is the triple lift was a little slow. Terrain park was fun, back country was decent. Overall enjoyable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-17,5,"We went skiing and had a blast, the people were friendly, The food was great, The Yodeler motel was very clean and reasonable priced, The Red lodge brewing co was very good and the skiing was awesome.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-17,4,"It was a great trip overall. Awesome groomers, awesome ski lift operators, great lodging. Wouldn't mind more park tho. Love box rails and mini kickers. Need more of them.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-17,5,My boys first time and they loved it so of course dad love it! The staff was great and helpful! The mountain was great skiing! My boys still talk about the instructor and the lift guys! Thank you for taking care of my family for a great day!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Dec-16,4,"Lift help was friendly, lines were short. Kids took lessons in the morning and the instructor was very friendly as well. Not a lot of snow yet but was well manicured.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Dec-16,3,"We were at Red Lodge the week between Christmas and New Years. Lift lines were short and the staff was great. Very fun, relaxed ski area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-19,2,Mountain wasn’t groomed. Like at all. Gift shop only had huge sizes in both men’s and women’s clothes. The Stube (restaurant/bar) needs to be bigger it was soooo crowded you couldn’t walk. Draft beers were good but the famous beer cheese dip was nothing special.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Dec-18,3,Great skiing in a true Western town. Great prices for amazing skiing. Easy drive from Red Lodge up the mountain. No shuttle though,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Dec-18,3,This is a cute mountain. Am I supposed to say cute? Haha First time I have been there. Certainly different than the big resorts in Wyoming and Utah but I liked the atmosphere. Seemed very family friendly. \nThe conditions were way different than I expected but again early season and not really knowing the mountain well we were in some runs that weren’t my cup of tea. Overall it was a good experience and if we go back it will be later in the season. \nThe magic carpet and beginning area was great!! My husband took our 3 year old down on her snowboard and the price is perfect~ free!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Dec-18,4,"I’ve grown up in the Red Lodge area and have been skiing RLM since I was 3 years old. I don’t have enough good things to say, it’s a small community oriented mountain with big terrain. \nThere are rarely any lift lines and plenty of hidden terrain. Red Lodge has a easygoing, resort town vibe and lots of restaurants for after the mountain closes. Beginners have easy access to easy terrain and good instructors at their disposal. Intermediate will be delighted at the signature “Lazy M.” Advanced skiers will find excellent tree skiing and steeps off of Cole Creek.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Apr-18,4,I would highly recommend taking a lesson prior to skiing if you have never skied. Our instructors were patient and kind. I would also suggest buying a ski helmet. Our family rented skis etc and thought we could purchase helmets at the store if needed. Helmets were scarce so we went without - would not recommend. As a family we flew into Billings so we didn’t want to pack too much. Beautiful mountain and helpful staff.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Apr-18,4,We are a family of snowboarders. We love this mountain. It has such great variety for all of us. We’ll be back again. The only ding is the parking lot is nasty to drive or walk through.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Apr-18,4,So beautiful &amp; great skiing conditions we had a blast skiing here yesterday very beautiful &amp; lots of runs from beginners to expects.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-18,2,"We visited during March of 2018 for my son to compete in a free-ride competition and unfortunately the snow conditions were poor. There was plenty of snow but we hit it after a week of warm weather and then cold temps the days were we there left the snow rock hard to icy. The lower mountain groomers were ok in the afternoon after the sun had softened them a bit. The chairs that service the area from the bottom near the lodge are S-L-O-W. Right at the base there is a triple chair, a carpet tow for the beginner area, a double that accesses easy terrain, and another double that starts a little higher up but accesses the same terrain as the triple. But once you get back in the Cole Creek and Palisades areas, those have high speed quads to move you along. The terrain would be fabulous with some fresh snow. The view from the top of the Grizzly chair is amazing, and skiing down in the Palisades area is very picturesque. So it's got a lot going for it and would be a great area with better snow. There's also a midway chalet on the upper part of the mountain that offers a nice bar and grill.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-18,3,Great little spring break trip! Would recommend to anyone who is learning or already a master! The lift operators are very nice and helpful if you need directions! The lodge is a very welcoming area with a cozy wood fireplace smell!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-18,3,"Altitude without the attitude! This is a great, no frills, skiing mountain; no lines, no crowds on the hill, VERY picturesque and inexpensive tickets! Limited options for group lessons in comparisons to other larger resorts. But, the instructor, Jake, we got for our 9 year old in a group and then in a private was excellent. \n\nFood and beverages at the Bierstube were surprisingly reasonable! \n\nAll in all, this ski resort is an excellent value!! Our family would recommend this ski resort!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-17,4,Mountain operations does a great job daily in getting mountain ready for skiers even when they are short on snow. Fun times for sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-17,4,"Bluebird day. Snow in really good condition. Good in the bierstube good, really super waitress. Love the mountain!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-17,4,"Even though there wasn't great coverage on the upper mountain, we enjoyed the blue cruisers and mogul filled runs. The base area seemed to get a bit congested and lacked an organized system. We weren't sure if there was a line or where we should wait to get on the lift. Line separators may help with some of the confusion. We will be back as we were able to score some discounted tickets by buying in advance online.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-17,3,Good mountain for family. A little slick but good. Why isn't there a tubing hill? Really disappointed it doesn't have one as it would be great for families. Need a bigger chalet for hanging out.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-17,3,Had a great time with the family skiing and snowboarding. Decently priced and the staff were very helpful and friendly. Will go again for sure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Dec-16,3,"It was windy this particular day, so a bit of the mountain was closed. As always, though, Red Lodge is a great resort. I'm from Billings so it's close, prices are reasonable, and the people are always nice. Great time, despite the weather.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-17,4,"This place is not a bad ski resort, but a 1 1/2 hour extra drive to Big Sky or Bridger Bowl is worth it in my opinion. I have been going to Red Lodge for at least 15 years and I have to say in those 15 years they haven't upgraded much, they added a yurt at the bottom which in my opinion was a cheap cop out to building another dining area. But that's about it. The triple chair (their main lift) is old and is always stopping, and all other lifts are old double chairs except for the back side and ""bonus area"". Those lifts are high speed quads, which is great except for the fact that those areas aren't even open half the time. Why would a ski area put all the money into something that's not open that much, doesn't make sense. I still like the ski area but every year that goes by without them upgrading anything is another year I will choose to take my family and friends elsewhere.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-17,3,"Had a good day with the kids, the magic carpet was a little busy at times but not bad. The lines for the lifts were not bad, got right on the chair almost ever time. Just need more snow.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-17,4,Excellent groomed trails. No lines. Bright sunshine. Spring like conditions. Snow comes by tomorrow with a mild cold front. Pleasant employees.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Jan-17,4,"Ski here often, lovely local mountain with small town feel and great runs. It's the type of place that has options for all skill levels.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,4,We are typically people who do not go back to the same vacation place. We love to explore new places. We had such a wonderful time in Red Lodge last year we came back again this year. This ski resort is absolutely wonderful! The people both at the ski resort and in town are so friendly and kind! You feel like you are family. The runs are great and they offer a great time for those that are just learning and for those that can handle the blacks. Pack a lunch or eat in the chalet. Either way be sure to get a chocolate chip cookie...amazing! They also have a wonderful bar for the parents to rest if they get done skiing before the kids!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,5,Unfortunately there was so much ice it was to ski on any of the runs except Miami. We didn't stay all day and paid for the entire day.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,3,"After traveling 900 miles from Minneapolis, I did not expect I would need a tank to navigate their terrible parking lot. Their are holes that you could lose your vehicle in..........terrible.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,3,"Red Lodge is a quaint, family friendly ski resort. There is something for all levels of skiers. The staff are super helpful and pleasant. We have been going to Red Lodge for 5 years and have not been disappointed with our experience. The only variable is the conditions, but they have been good 80% of the time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,4,"We were in Billings for something totally different and decided to take our girls skiing at Red Lodge for their first skiing experience. It couldn't have been better. \n\nFirst off, the mountain is a mountain. It's 10K high, so it was everything we had also experienced in Colorado. The instructors were top notch. Very encouraging and friendly with new skiers. Our girls had never skied and were on a lift after 1 hour of great instruction. They fell a few times over the course of the rest of the day, but nothing major and all fun.\n\nThe cost was so reasonable. Way less than what we expected to have to pay. We were debating whether we'd return to Billings for the same event next spring. If we do, we might try and carve out more than one day of skiing since it was such a good experience!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,5,"Staff is great, Nice layout of terrain and good grooming. Adequate snow-making on front side of mountain, but would be much better if they had at least a few trails for each of the Quads that are installed but dependent upon adequate snow coverage. The last few years have really highlighted the necessity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,5,Just started skiing four weeks ago and I'm hooked! Every staff member I've interacted with has been awesome! Really looking forward to next year so I can try out some bigger runs!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,4,"Our trip was planned to snowboard March 9, 10, &amp; 11 but when we arrived on the 10th, the power on the mountain was out so no lifts were running. We decided not to wait and find something else in Red Lodge to do. We contacted Liftopia and they offered 20% if you used your ticket or a different date to use a ticket. Unfortunately, we were only scheduled to be there the three days and had purchased the three days. We left out $80 which was frustrating but we had a good time while we were there.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,3,Red Lodge should have compensated for the power outage. Lifts turned on at 11:45. We were among the first to arrive before 9 am.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Mar-17,3,We had a great day on the mountain with our church youth group. Everyone had fun and the snow was quite good. The Staff were excellent!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tripadvisor,Red Lodge Mountain,Feb-18,5,"Had a great ski day at Red Lodge in February. Mind, the weather was in the 20's with minimum wind--a vast improvement over the negative temps the week before. The parking lot was packed but there is a shuttle. Prices were great. ($49.00 for a half day). Moutain was well groomed. Mannerly people at the sales window and on the slopes. I almost hate saying nice things because although the lot was packed, there were no lines for the lifts. We only did blue and green slopes but they were mostly great. I did get on one that was a passageway between runs. A bit narrow with a small section that was really steep. Still, had one of the most beautiful ski experiences of my life there. Can't wait to go back!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
